timestamp,ear,eye_open,total_blinks,blink_rate,cognitive,attention,fatigue,stress
2025-12-31T10:42:32,0.2134,0.423,2,3.96,39.4,64.8,13.5,26.0
2025-12-31T10:42:33,0.2426,0.617,2,3.83,39.2,70.9,10.0,25.0
2025-12-31T10:42:34,0.2416,0.611,2,3.71,39.1,69.9,10.6,25.1
2025-12-31T10:42:35,0.2511,0.674,2,3.6,38.9,73.2,10.0,25.0
2025-12-31T10:42:36,0.2543,0.695,2,3.49,38.8,73.9,10.0,25.0
2025-12-31T10:42:37,0.2404,0.603,2,3.39,38.7,69.7,11.3,25.3
2025-12-31T10:42:38,0.244,0.627,2,3.3,38.6,71.9,10.0,25.0
2025-12-31T10:42:39,0.2177,0.451,2,3.21,38.5,70.4,11.5,29.5
2025-12-31T10:42:40,0.2409,0.606,2,3.12,38.4,71.4,10.6,25.2
2025-12-31T10:42:41,0.2498,0.665,2,3.04,38.3,73.7,10.0,25.0
2025-12-31T10:42:42,0.2839,0.892,2,2.96,38.2,81.3,10.0,25.0
2025-12-31T10:42:43,0.2589,0.726,2,2.89,38.2,76.0,10.0,25.0
2025-12-31T10:42:44,0.2614,0.743,2,2.82,38.1,75.4,10.0,25.0
2025-12-31T10:42:46,0.2564,0.709,2,2.76,38.1,77.6,10.0,26.2
2025-12-31T10:42:47,0.2411,0.607,2,2.69,38.0,75.8,10.2,32.2
2025-12-31T10:42:48,0.2522,0.681,2,2.63,38.0,78.1,10.0,30.2
2025-12-31T10:42:49,0.2364,0.576,2,2.58,37.9,72.7,10.8,25.0
2025-12-31T10:42:50,0.2193,0.462,2,2.52,37.9,67.8,14.2,25.9
2025-12-31T10:42:51,0.2459,0.639,2,2.47,37.9,74.2,10.0,25.0
2025-12-31T10:42:52,0.2404,0.603,2,2.42,37.8,72.6,11.2,25.0
2025-12-31T10:42:53,0.2155,0.437,2,2.37,37.8,68.6,14.0,25.6
2025-12-31T10:42:54,0.2268,0.512,2,2.32,37.8,71.0,12.5,25.0
2025-12-31T10:42:55,0.2588,0.725,2,2.28,37.8,75.4,10.1,25.0
2025-12-31T10:42:56,0.2503,0.669,2,2.23,37.8,73.1,11.3,28.3
2025-12-31T10:42:57,0.2242,0.494,2,2.19,37.7,72.3,12.0,33.0
2025-12-31T10:42:58,0.2244,0.496,3,3.23,39.5,68.7,13.0,31.0
2025-12-31T10:42:59,0.2721,0.814,3,3.17,39.5,72.5,11.5,33.1
2025-12-31T10:43:00,0.2767,0.844,3,3.11,39.5,73.8,11.1,33.1
2025-12-31T10:43:01,0.1363,0.681,3,3.06,39.4,73.4,12.3,33.5
2025-12-31T10:43:02,0.1733,0.867,3,3.0,39.4,80.3,10.0,31.4
2025-12-31T10:43:03,0.2666,0.777,3,2.1,37.9,80.7,10.0,32.9
2025-12-31T10:43:04,0.3036,1.0,3,2.06,37.9,85.9,10.0,28.0
2025-12-31T10:43:05,0.1337,0.669,3,2.02,37.9,77.5,10.0,25.7
2025-12-31T10:43:06,0.1739,0.87,3,0.0,34.6,85.2,10.0,25.6
2025-12-31T10:43:07,0.1832,0.916,3,0.0,34.6,84.6,10.0,27.0
2025-12-31T10:43:08,0.1832,0.916,3,0.0,34.6,84.6,10.0,27.0
2025-12-31T10:43:09,0.1832,0.916,3,0.0,34.6,84.6,10.0,27.0
2025-12-31T10:43:10,0.239,0.593,3,0.0,34.8,78.2,11.5,25.0
2025-12-31T10:43:11,0.2403,0.602,4,8.79,49.7,59.0,12.5,29.8
2025-12-31T10:43:12,0.2319,0.546,4,8.18,48.7,57.4,14.4,31.9
2025-12-31T10:43:13,0.243,0.62,4,7.64,47.8,62.7,11.7,25.0
2025-12-31T10:43:14,0.2522,0.681,4,7.18,47.1,65.9,10.2,25.0
2025-12-31T10:43:15,0.2524,0.682,4,6.78,46.5,67.2,10.1,25.0
2025-12-31T10:43:16,0.176,0.88,4,6.4,45.9,71.9,10.0,25.6
2025-12-31T10:43:17,0.2283,0.522,4,6.08,45.4,61.5,14.8,27.0
2025-12-31T10:43:18,0.2182,0.455,4,5.78,45.0,60.5,15.9,26.7
2025-12-31T10:43:19,0.2306,0.537,4,5.51,44.6,64.6,13.5,25.1
2025-12-31T10:43:20,0.2378,0.585,4,5.26,44.2,67.2,12.2,25.0
2025-12-31T10:43:21,0.2301,0.534,4,5.04,43.9,66.7,12.9,25.0
2025-12-31T10:43:22,0.2197,0.465,4,4.83,43.6,65.0,14.3,25.3
2025-12-31T10:43:23,0.2284,0.523,4,4.64,43.3,67.8,12.7,25.0
2025-12-31T10:43:24,0.2254,0.503,4,4.46,43.1,66.4,14.0,25.0
2025-12-31T10:43:25,0.2543,0.695,4,4.3,42.9,71.4,10.9,25.0
2025-12-31T10:43:26,0.2536,0.69,4,4.15,42.7,73.9,10.1,25.5
2025-12-31T10:43:27,0.2261,0.507,4,4.01,42.5,67.3,14.1,25.0
2025-12-31T10:43:28,0.2069,0.379,4,3.88,42.3,64.4,16.2,26.0
2025-12-31T10:43:40,0.2004,0.336,0,0.0,30.1,70.1,13.3,27.5
2025-12-31T10:43:41,0.213,0.42,0,0.0,30.1,74.5,10.4,25.8
2025-12-31T10:43:42,0.2103,0.402,0,0.0,30.2,75.7,12.1,26.0
2025-12-31T10:43:43,0.2201,0.467,0,0.0,30.2,73.8,11.0,25.5
2025-12-31T10:43:44,0.2492,0.662,0,0.0,30.3,79.0,10.0,25.0
2025-12-31T10:43:45,0.2473,0.649,0,0.0,30.4,83.5,10.0,33.0
2025-12-31T10:43:46,0.2376,0.584,0,0.0,30.4,83.0,10.0,32.3
2025-12-31T10:43:47,0.3221,1.0,0,0.0,30.5,86.7,10.0,31.5
2025-12-31T10:43:48,0.2868,0.912,0,0.0,30.5,86.4,10.0,33.0
2025-12-31T10:43:49,0.2868,0.912,0,0.0,30.5,86.4,10.0,33.0
2025-12-31T10:43:50,0.2514,0.676,0,0.0,30.6,83.7,10.0,33.0
2025-12-31T10:43:51,0.1444,0.722,0,0.0,30.7,85.8,10.0,32.7
2025-12-31T10:43:52,0.207,0.38,0,0.0,30.8,74.1,12.3,31.3
2025-12-31T10:43:53,0.2096,0.398,0,0.0,30.8,80.0,11.4,28.7
2025-12-31T10:43:54,0.1788,0.894,0,0.0,30.9,82.1,10.0,28.6
2025-12-31T10:43:55,0.1787,0.894,0,0.0,30.9,83.4,10.0,28.0
2025-12-31T10:43:56,0.1525,0.762,0,0.0,31.0,85.3,10.0,27.6
2025-12-31T10:43:57,0.2628,0.752,0,0.0,31.0,83.6,10.0,25.0
2025-12-31T10:43:58,0.1882,0.941,0,0.0,31.1,86.4,10.0,25.6
2025-12-31T10:43:59,0.2415,0.61,0,0.0,31.2,76.2,10.3,25.5
2025-12-31T10:44:00,0.2614,0.742,0,0.0,31.2,77.2,10.7,30.8
2025-12-31T10:44:01,0.2025,0.35,0,0.0,31.3,75.2,12.9,26.1
2025-12-31T10:44:02,0.21,0.4,0,0.0,31.3,82.5,11.3,25.5
2025-12-31T10:44:03,0.2302,0.535,0,0.0,31.4,75.2,10.9,25.7
2025-12-31T10:44:04,0.2416,0.61,0,0.0,31.4,79.1,10.0,25.5
2025-12-31T10:44:05,0.2284,0.523,0,0.0,31.5,76.9,10.1,25.0
2025-12-31T10:44:06,0.1768,0.884,0,0.0,31.5,81.9,10.7,29.8
2025-12-31T10:44:07,0.2265,0.51,1,0.0,31.6,73.8,12.0,27.2
2025-12-31T10:44:08,0.2372,0.581,1,0.0,31.7,74.7,11.5,26.9
2025-12-31T10:44:09,0.1976,0.988,1,0.0,31.7,79.9,10.3,28.2
2025-12-31T10:44:10,0.2402,0.602,2,31.55,51.8,48.9,10.0,37.3
2025-12-31T10:44:11,0.2496,0.664,3,37.26,51.8,50.0,10.0,37.2
2025-12-31T10:44:12,0.2391,0.594,3,30.83,51.9,49.2,10.0,36.1
2025-12-31T10:44:13,0.2425,0.617,4,34.97,51.9,47.8,10.0,36.3
2025-12-31T10:44:14,0.1969,0.985,5,37.94,52.0,50.7,10.8,39.0
2025-12-31T10:44:16,0.2212,0.474,6,40.33,52.1,42.2,13.4,38.6
2025-12-31T10:44:17,0.2269,0.513,7,42.2,52.1,44.5,11.9,37.2
2025-12-31T10:44:18,0.2436,0.624,8,43.8,52.2,48.5,10.0,36.2
2025-12-31T10:44:19,0.2343,0.562,9,45.07,52.2,46.3,10.8,36.4
2025-12-31T10:44:20,0.2385,0.59,9,41.53,52.3,47.0,10.4,36.4
2025-12-31T10:44:21,0.2644,0.763,9,38.54,52.3,51.5,10.0,36.0
2025-12-31T10:44:22,0.212,0.413,9,35.93,52.4,42.2,13.7,44.1
2025-12-31T10:44:23,0.2239,0.492,9,33.63,52.5,45.3,11.7,36.5
2025-12-31T10:44:24,0.1823,0.912,9,31.64,52.5,56.0,10.6,38.2
2025-12-31T10:44:25,0.225,0.5,9,29.87,52.6,44.1,12.5,36.9
2025-12-31T10:44:26,0.2135,0.423,9,28.25,52.6,48.4,12.5,35.0
2025-12-31T10:44:27,0.2515,0.676,9,26.81,52.7,50.2,10.0,33.0
2025-12-31T10:44:28,0.234,0.56,9,25.51,52.7,48.7,10.1,33.4
2025-12-31T10:44:29,0.2272,0.515,9,24.32,52.8,43.9,12.8,31.7
2025-12-31T10:44:30,0.2369,0.579,9,23.24,52.9,48.1,10.1,29.6
2025-12-31T10:44:31,0.1971,0.986,9,22.26,52.9,58.9,10.0,27.5
2025-12-31T10:44:32,0.2275,0.517,9,21.37,53.0,45.0,12.2,28.3
2025-12-31T10:44:33,0.2399,0.599,9,20.54,53.0,47.7,10.5,26.9
2025-12-31T10:44:34,0.2326,0.551,9,19.78,53.1,45.9,11.7,26.6
2025-12-31T10:44:35,0.2344,0.563,9,19.06,53.1,46.8,11.1,26.3
2025-12-31T10:44:36,0.2344,0.563,9,18.41,53.2,47.4,10.8,26.3
2025-12-31T10:44:37,0.2294,0.53,9,17.79,53.2,45.8,11.9,26.4
2025-12-31T10:44:38,0.2492,0.661,9,17.21,53.3,48.6,10.4,26.3
2025-12-31T10:44:39,0.2371,0.581,9,16.67,53.4,46.8,11.3,26.4
2025-12-31T10:44:40,0.2651,0.768,9,16.16,53.4,52.0,10.0,25.8
2025-12-31T10:44:41,0.2641,0.761,9,15.68,53.5,53.1,10.0,25.7
2025-12-31T10:44:42,0.2281,0.521,9,15.24,53.5,47.5,11.0,28.0
2025-12-31T10:44:43,0.2106,0.404,9,14.81,53.6,50.8,12.7,26.3
2025-12-31T10:44:44,0.2615,0.744,9,14.39,53.6,51.1,10.2,26.0
2025-12-31T10:44:45,0.25,0.667,9,14.02,53.7,49.3,11.2,26.1
2025-12-31T10:44:46,0.2411,0.607,9,13.65,53.8,51.4,10.4,25.8
2025-12-31T10:44:47,0.2625,0.75,9,13.31,53.8,57.4,10.0,25.3
2025-12-31T10:44:48,0.2024,0.35,9,12.99,53.9,45.1,15.5,27.7
2025-12-31T10:44:49,0.2012,0.341,9,12.68,53.9,50.1,14.3,27.9
2025-12-31T10:44:50,0.2326,0.551,9,12.38,54.0,52.2,11.6,25.7
2025-12-31T10:44:51,0.2491,0.661,9,12.1,54.0,54.3,10.7,25.6
2025-12-31T10:44:52,0.2125,0.417,10,13.15,54.1,46.5,14.5,27.5
2025-12-31T10:44:53,0.2118,0.412,10,12.85,54.2,49.7,14.3,26.7
2025-12-31T10:44:54,0.2365,0.577,10,12.58,54.2,50.1,13.0,26.6
2025-12-31T10:44:55,0.2119,0.413,10,12.31,54.3,48.3,14.5,27.0
2025-12-31T10:44:56,0.2605,0.736,10,12.06,54.3,55.6,10.4,27.6
2025-12-31T10:44:57,0.2171,0.447,10,11.82,54.1,49.5,14.5,27.2
2025-12-31T10:44:58,0.1967,0.984,10,11.58,53.8,52.3,13.8,26.7
2025-12-31T10:44:59,0.2257,0.504,11,12.49,54.5,49.7,13.5,26.6
2025-12-31T10:45:00,0.243,0.62,11,12.26,54.6,54.4,10.8,25.6
2025-12-31T10:45:01,0.248,0.653,11,12.03,54.6,54.8,10.9,25.6
2025-12-31T10:45:02,0.2165,0.444,12,12.88,54.7,47.1,14.9,27.5
2025-12-31T10:45:04,0.2105,0.403,12,12.65,54.7,46.2,15.9,28.2
2025-12-31T10:45:05,0.2082,0.388,12,12.43,54.8,46.9,15.7,27.9
2025-12-31T10:45:06,0.2367,0.578,12,12.22,54.8,54.0,11.3,25.7
2025-12-31T10:45:07,0.2042,0.361,12,12.01,54.9,58.8,12.2,26.4
2025-12-31T10:45:08,0.2435,0.623,13,12.42,54.9,54.1,11.1,25.6
2025-12-31T10:45:10,0.2486,0.657,13,11.13,54.8,54.6,11.1,25.6
2025-12-31T10:45:11,0.2343,0.562,13,10.32,52.4,54.6,13.6,26.2
2025-12-31T10:45:12,0.2748,0.832,13,10.15,52.1,60.0,11.0,27.2
2025-12-31T10:45:13,0.2422,0.615,13,9.14,51.1,62.8,10.9,30.1
2025-12-31T10:45:14,0.2047,0.365,13,8.07,49.9,55.0,15.6,28.5
2025-12-31T10:45:15,0.1923,0.962,13,7.13,47.3,67.6,12.7,26.6
2025-12-31T10:45:16,0.2066,0.377,14,8.0,48.8,69.8,10.8,25.7
2025-12-31T10:45:17,0.2371,0.581,14,6.09,45.7,67.1,11.3,27.6
2025-12-31T10:45:18,0.1964,0.982,14,11.41,52.3,69.3,10.0,25.4
2025-12-31T10:47:49,0.1768,0.884,0,0.0,30.1,86.5,10.0,25.0
2025-12-31T10:47:50,0.2523,0.682,0,0.0,30.1,82.9,10.0,25.0
2025-12-31T10:47:51,0.2692,0.795,0,0.0,30.2,81.2,10.0,25.0
2025-12-31T10:47:52,0.1801,0.901,0,0.0,30.2,84.1,10.4,30.9
2025-12-31T10:47:53,0.2181,0.454,1,0.0,30.3,74.0,10.9,26.4
2025-12-31T10:47:54,0.2181,0.454,1,0.0,30.3,74.0,10.9,26.4
2025-12-31T10:47:55,0.1834,0.917,1,0.0,30.4,84.1,10.0,29.4
2025-12-31T10:47:56,0.2306,0.537,2,31.26,50.5,43.1,11.6,38.0
2025-12-31T10:47:57,0.2268,0.512,2,24.72,50.5,47.3,10.0,32.5
2025-12-31T10:47:58,0.1779,0.889,2,20.43,50.6,57.0,10.0,28.7
2025-12-31T10:47:59,0.2092,0.394,2,17.39,50.6,42.5,12.2,27.9
2025-12-31T10:48:00,0.2486,0.657,2,15.18,50.7,50.6,10.0,25.9
2025-12-31T10:48:01,0.2324,0.55,2,13.48,50.7,50.3,10.0,26.0
2025-12-31T10:48:02,0.2413,0.609,2,12.07,50.8,52.8,10.1,25.8
2025-12-31T10:48:03,0.2137,0.425,2,10.95,49.3,51.9,11.3,26.4
2025-12-31T10:48:04,0.2813,0.875,3,15.04,50.9,53.7,10.0,30.0
2025-12-31T10:48:05,0.2414,0.609,3,13.85,50.9,51.8,10.0,27.4
2025-12-31T10:48:06,0.2414,0.609,3,12.84,50.9,51.8,10.0,27.4
2025-12-31T10:48:07,0.2414,0.609,3,11.98,50.9,51.8,10.0,27.4
2025-12-31T10:48:08,0.2414,0.609,3,11.22,50.9,51.8,10.0,27.4
2025-12-31T10:48:09,0.2414,0.609,3,10.55,50.9,51.8,10.0,27.4
2025-12-31T10:48:10,0.2414,0.609,3,9.96,50.9,51.8,10.0,27.4
2025-12-31T10:48:11,0.2414,0.609,3,9.42,50.9,51.8,10.0,27.4
2025-12-31T10:48:12,0.2414,0.609,3,8.95,50.9,51.8,10.0,27.4
2025-12-31T10:48:13,0.2414,0.609,3,8.53,50.9,51.8,10.0,27.4
2025-12-31T10:48:14,0.2414,0.609,3,8.13,50.9,51.8,10.0,27.4
2025-12-31T10:48:15,0.2414,0.609,3,7.77,50.9,51.8,10.0,27.4
2025-12-31T10:48:16,0.2414,0.609,3,7.44,50.9,51.8,10.0,27.4
2025-12-31T10:48:17,0.2414,0.609,3,7.14,50.9,51.8,10.0,27.4
2025-12-31T10:48:18,0.2414,0.609,3,6.86,50.9,51.8,10.0,27.4
2025-12-31T10:48:19,0.2414,0.609,3,6.61,50.9,51.8,10.0,27.4
2025-12-31T10:48:20,0.2414,0.609,3,6.37,50.9,51.8,10.0,27.4
2025-12-31T10:48:21,0.2414,0.609,3,6.15,50.9,51.8,10.0,27.4
2025-12-31T10:48:22,0.2414,0.609,3,5.94,50.9,51.8,10.0,27.4
2025-12-31T10:48:24,0.2414,0.609,3,5.75,50.9,51.8,10.0,27.4
2025-12-31T10:48:25,0.2414,0.609,3,5.57,50.9,51.8,10.0,27.4
2025-12-31T10:48:26,0.2414,0.609,3,5.4,50.9,51.8,10.0,27.4
2025-12-31T10:48:27,0.2414,0.609,3,5.24,50.9,51.8,10.0,27.4
2025-12-31T10:48:28,0.2414,0.609,3,5.09,50.9,51.8,10.0,27.4
2025-12-31T10:48:29,0.2244,0.496,3,4.94,40.5,69.1,10.2,32.9
2025-12-31T10:48:30,0.2178,0.452,3,4.81,40.5,68.6,10.6,32.9
2025-12-31T10:48:31,0.2178,0.452,3,4.68,40.5,68.6,10.6,32.9
2025-12-31T10:48:32,0.2178,0.452,3,4.56,40.5,68.6,10.6,32.9
2025-12-31T10:48:33,0.2178,0.452,3,4.45,40.5,68.6,10.6,32.9
2025-12-31T10:48:34,0.2178,0.452,3,4.34,40.5,68.6,10.6,32.9
2025-12-31T10:48:35,0.2178,0.452,3,4.24,40.5,68.6,10.6,32.9
2025-12-31T10:48:36,0.1969,0.985,3,4.14,39.6,67.3,12.6,26.6
2025-12-31T10:48:37,0.2158,0.439,4,5.38,41.7,65.2,11.4,31.4
2025-12-31T10:48:38,0.2826,0.884,4,5.26,41.6,76.7,10.0,25.0
2025-12-31T10:48:39,0.2266,0.511,4,5.15,41.5,65.1,11.8,26.1
2025-12-31T10:48:40,0.2233,0.489,4,5.04,41.4,64.9,12.1,25.0
2025-12-31T10:48:41,0.4805,1.0,4,4.94,41.2,80.1,10.0,33.0
2025-12-31T10:48:42,0.3806,1.0,4,4.84,41.2,80.2,10.0,32.9
2025-12-31T10:48:43,0.263,0.753,5,5.92,43.0,69.3,10.1,30.8
2025-12-31T10:48:44,0.2352,0.568,5,5.81,42.8,64.3,11.7,27.2
2025-12-31T10:48:45,0.4426,1.0,5,5.7,42.7,78.6,10.0,32.0
2025-12-31T10:48:46,0.5057,1.0,5,5.59,42.6,78.7,10.0,33.0
2025-12-31T10:48:47,0.5057,1.0,5,5.48,42.6,78.7,10.0,33.0
2025-12-31T10:48:48,0.2185,0.457,5,5.38,42.3,62.8,13.4,26.1
2025-12-31T10:48:49,0.2629,0.753,5,5.28,42.2,72.5,10.0,28.6
2025-12-31T10:48:50,0.2614,0.742,5,5.19,42.1,74.0,10.0,31.5
2025-12-31T10:48:51,0.2017,0.345,5,5.1,42.0,65.2,12.5,31.2
2025-12-31T10:48:52,0.2633,0.756,5,5.01,41.9,72.5,10.0,32.8
2025-12-31T10:48:53,0.2906,0.937,5,4.17,40.6,79.6,10.0,29.5
2025-12-31T10:48:54,0.2699,0.8,5,4.1,40.5,74.1,10.0,25.0
2025-12-31T10:48:55,0.2759,0.839,5,4.03,40.5,76.0,10.0,25.0
2025-12-31T10:48:56,0.2816,0.877,5,3.42,39.5,79.7,10.0,25.0
2025-12-31T10:48:57,0.2921,0.947,5,3.36,39.5,81.7,10.0,25.0
2025-12-31T10:48:58,0.2044,0.363,5,3.29,39.4,66.2,15.2,29.4
2025-12-31T10:48:59,0.2758,0.838,5,3.23,39.4,73.4,10.6,28.5
2025-12-31T10:49:00,0.2758,0.838,5,3.17,39.4,73.4,10.6,28.5
2025-12-31T10:49:01,0.2758,0.838,5,3.12,39.4,73.4,10.6,28.5
2025-12-31T10:49:02,0.2625,0.75,5,3.07,39.3,77.4,10.0,25.0
2025-12-31T10:49:03,0.2472,0.648,6,4.02,40.9,70.8,10.5,25.0
2025-12-31T10:49:04,0.2367,0.578,6,6.36,44.9,71.2,10.2,28.8
2025-12-31T10:49:05,0.2493,0.662,7,8.19,48.1,64.4,10.4,33.0
2025-12-31T10:49:06,0.3388,1.0,7,7.92,47.6,74.1,10.0,32.9
2025-12-31T10:49:07,0.381,1.0,7,7.65,47.2,74.6,10.0,26.9
2025-12-31T10:49:08,0.3899,1.0,7,7.41,46.9,75.1,10.0,31.7
2025-12-31T10:49:09,0.2182,0.455,7,7.18,46.5,67.7,11.4,31.1
2025-12-31T10:49:10,0.3529,1.0,7,6.97,46.3,76.0,10.0,26.2
2025-12-31T10:49:11,0.213,0.42,7,6.77,46.0,64.6,12.4,31.1
2025-12-31T10:49:12,0.1535,0.768,7,6.58,45.7,70.8,10.0,26.6
2025-12-31T10:49:13,0.2001,0.334,7,6.4,45.5,71.3,11.7,26.8
2025-12-31T10:49:14,0.2166,0.444,7,6.23,45.2,64.9,12.7,31.8
2025-12-31T10:49:15,0.3421,1.0,7,6.07,45.1,71.5,10.5,33.0
2025-12-31T10:49:16,0.3161,1.0,7,5.92,44.9,77.4,10.0,33.0
2025-12-31T10:49:18,0.2432,0.621,7,5.78,44.6,63.4,13.7,28.4
2025-12-31T10:49:19,0.2432,0.621,7,5.64,44.6,63.4,13.7,28.4
2025-12-31T10:49:20,0.2488,0.658,7,5.5,44.3,70.4,12.2,33.4
2025-12-31T10:49:21,0.2219,0.479,8,6.72,45.3,66.4,13.3,29.1
2025-12-31T10:49:22,0.2293,0.529,8,6.57,46.2,61.3,14.2,28.3
2025-12-31T10:49:23,0.2759,0.84,9,7.71,48.2,67.8,10.0,25.0
2025-12-31T10:49:24,0.1915,0.957,9,7.54,47.9,69.5,10.7,31.1
2025-12-31T10:49:25,0.2503,0.669,10,8.62,49.8,63.9,10.4,30.3
2025-12-31T10:49:26,0.3167,1.0,10,8.44,49.7,70.2,10.0,32.2
2025-12-31T10:49:27,0.2486,0.658,10,8.27,49.3,70.0,10.2,32.8
2025-12-31T10:49:28,0.2834,0.889,10,8.11,49.1,68.7,10.0,25.6
2025-12-31T10:49:29,0.2667,0.778,10,7.95,48.9,68.1,10.0,32.8
2025-12-31T10:49:30,0.2015,0.343,10,7.8,48.7,71.3,10.9,25.2
2025-12-31T10:49:31,0.2854,0.903,10,7.66,48.5,64.9,11.8,29.0
2025-12-31T10:49:32,0.2042,0.362,10,7.52,48.3,63.6,13.5,31.7
2025-12-31T10:49:33,0.2999,0.999,10,7.38,48.2,74.4,10.0,25.0
2025-12-31T10:49:34,0.2914,0.943,10,7.25,48.0,75.2,10.0,25.0
2025-12-31T10:49:35,0.2288,0.525,10,7.13,47.9,59.9,15.0,25.9
2025-12-31T10:49:36,0.2269,0.513,10,7.01,47.7,68.1,10.8,28.3
2025-12-31T10:49:37,0.2597,0.731,10,6.62,47.1,67.1,11.0,25.0
2025-12-31T10:49:38,0.2668,0.779,10,6.5,47.0,70.6,10.0,25.0
2025-12-31T10:49:39,0.2535,0.69,10,6.38,46.8,67.0,11.5,25.5
2025-12-31T10:49:40,0.2814,0.876,10,6.27,46.7,73.5,10.0,25.0
2025-12-31T10:49:41,0.2706,0.804,10,6.16,46.6,69.7,10.4,25.0
2025-12-31T10:49:42,0.2609,0.739,10,6.05,46.5,70.3,10.0,25.0
2025-12-31T10:49:43,0.25,0.667,10,7.45,48.8,66.4,10.6,25.0
2025-12-31T10:49:44,0.2584,0.723,10,7.26,48.6,66.8,10.6,25.0
2025-12-31T10:49:45,0.2543,0.695,10,7.09,48.4,66.2,11.3,25.0
2025-12-31T10:49:46,0.2555,0.704,10,6.92,48.1,67.6,10.6,25.0
2025-12-31T10:49:47,0.2545,0.696,10,6.76,47.9,65.5,12.3,25.5
